observation_id,task_id,task_version,category,workload,tags,font_id,font_family,font_size_px,margin_px,line_gap_px,width,height,patch_columns,patch_rows,patches,estimated_image_tokens,image_sha256,font_sha256,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,instruction_sha256,payload_sha256,completed_at
reading_054:inter:8px:8c08fc768ddd,reading_054,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,8c08fc768ddd0c6840c4fca6ed9944433ffd442043dda853228289e7a5837428,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700a-fa29-7b82-85ac-f0283c641636,8763,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 14266, ""output_tokens"": 233, ""reasoning_output_tokens"": 218}",30ea891afc8ae9917249e0746b5642177a91260ab78df7a8e8b496910b651213,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,2026-09-05T05:29:30.709780+00:00
reading_055:inter:8px:49e76fd5988f,reading_055,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,254,157,8,5,40,48.0,49e76fd5988f5b9c27e48403d54b74c6e7f236f3b059984aa6c859e99e9ba07c,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700a-fa99-7431-aafa-cfa7bb77b298,7307,0,,False,0.0,The central office,"""central office""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12964, ""output_tokens"": 175, ""reasoning_output_tokens"": 166}",965580735fb5384c24063cd2c849e20018cd75240f98b99a4da421824f4a8715,b2feaceb1dce203a72009b896c235c144a34e5085e27eb63e35e9d26c3c12061,2026-09-05T05:29:29.314487+00:00
reading_056:inter:8px:e90b53970260,reading_056,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,254,157,8,5,40,48.0,e90b539702604ebb01940988e6f0f2fe665b27c348b01092fb52681c9cd43a47,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700a-fe67-73e0-bc4a-50e55075b3ea,5483,0,,True,1.0,indigo,"""indigo""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 14267, ""output_tokens"": 82, ""reasoning_output_tokens"": 74}",dd78ae57f00ede69125b6ce0ca69ef3a37bbc9d49704416bf580490d1ab53c7c,ee5a147be9f6e25d07445b2038961885f48474b3987a47038bbfaf8f77535297,2026-09-05T05:29:28.451625+00:00
reading_057:inter:8px:f120e8fe72ee,reading_057,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,f120e8fe72eeb32d3ed706e6f83e533f7e19cb1620c7df43fc47e6297367dfee,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-0ac9-7342-b71f-510cf0a90b95,4542,0,,True,1.0,February 19,"""February 19""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 49, ""reasoning_output_tokens"": 40}",70e0046cb9d7d71f79c44f1e77f968c36e27fe1e58f59494298314749c2856ef,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:29:31.162166+00:00
reading_058:inter:8px:415b5396274d,reading_058,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,606,61,19,2,38,45.6,415b5396274d7c6746599c6b7189ea5ff52e946eb3ec7af750651a255403b344,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-11d2-74a3-af49-da79e29e782c,3910,0,,False,0.0,36,"""35""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12966, ""output_tokens"": 48, ""reasoning_output_tokens"": 41}",31da7ac65380b8c063d37b7e8bb90d216ff4b9b90efdd0a6e2a7e07ec45903bb,53027f645b42a4930ea9b9d009a1bef3a472d9c32b4646c491f4aad90af2e639,2026-09-05T05:29:32.362808+00:00
reading_059:inter:8px:2d99f3936bb1,reading_059,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,604,61,19,2,38,45.6,2d99f3936bb1437faefdd9276f0da4d4305343611b2393a72c58fce6e0d550b7,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-1572-7a23-bd81-b9e411a09ad7,5607,0,,False,0.0,Because the inventory count took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 117, ""reasoning_output_tokens"": 102}",ede2b283bba4f201967ad01fa886148ecf1f9535a010a3b446e0dac3db8c825a,ef03cab1f44d92ae8ff7b48e8ee802312f3e201754382efd31ab5eefc558ec2c,2026-09-05T05:29:34.923411+00:00
reading_060:inter:8px:cc8261025742,reading_060,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,668,61,21,2,42,50.4,cc826102574294bc394bd1ec7fad84821a0577f42190c27f88014666df761dd7,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-1b1f-7562-a92f-40e2b50a0086,14149,0,,False,0.0,The field station.,"""east annex""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26176, ""output_tokens"": 531, ""reasoning_output_tokens"": 462}",01d7623f5c54ebea945b8bef086a7f4df0374aaafb9bd72d4d35cbab63c1e20d,972bbca1c0893f4ebf4644ac804ea32d1f2733b4010af4b7f81bb75938ee55ac,2026-09-05T05:29:44.860172+00:00
reading_061:inter:8px:8081f090940e,reading_061,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,606,61,19,2,38,45.6,8081f090940ec1a248ebfaacff44adf84c5970eca82f051ccb0304a78e7ec590,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-1d11-7ef2-8f4b-c3dbaf3dbdc6,7100,0,,True,1.0,violet,"""violet""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 183, ""reasoning_output_tokens"": 175}",3342e964cb72b5e5c1bf08d76d52b412b4c22fccd11ca4323f03daf8d6a998f0,1ae26ca41ed4019b59b178d71e71c0b982310de7e8c3cad0a235927b08513abe,2026-09-05T05:29:38.264272+00:00
reading_062:inter:8px:110e17a8acf1,reading_062,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,192,217,6,7,42,50.4,110e17a8acf1430e4645948bdc43c320097e19c0cb533e0c12f31f969e717951,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-21b5-7ea2-91a4-aee0d1644281,9183,0,,True,1.0,April 7,"""April 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26100, ""output_tokens"": 254, ""reasoning_output_tokens"": 186}",eecda37df3265410269fbea95ae622b53eca1636fbb5d5361d902c78a45366f4,5f64b085439f2313173dce925b428810dba71e859a9d599a853b8873c1ef5b87,2026-09-05T05:29:41.546945+00:00
reading_063:inter:8px:cf47598706f9,reading_063,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,576,61,18,2,36,43.199999999999996,cf47598706f9b4f707eda3c7a0fec2bc63e27335a131e0126c9253077eda54f0,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-2b2a-7412-83eb-7ae0b5e2e26a,3853,0,,True,1.0,24,"""24""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 40, ""reasoning_output_tokens"": 33}",df0297dd04638f0d527c991a8d1314b6a07e20cc5cbdd6fb577c0cd2f9e61734,27d41373536dfeddb7c3cf42b48736d87902d256afb263ed381623cddecd63bc,2026-09-05T05:29:38.777839+00:00
reading_064:inter:8px:024eabdaa8aa,reading_064,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,254,157,8,5,40,48.0,024eabdaa8aad5f86fb87fba3e0e1e961ffd6acca3a67c3414d453ee28944f99,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-3811-7253-86fc-8ffc9da7d32b,6597,0,,False,0.0,The inventory took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 204, ""reasoning_output_tokens"": 191}",d554f413fbb10fd9b18ad824dd91afe6dea30cab519742f6820550858931adb1,209b6479039f944664134086eaa2e763c73f50f91fb856c2651d35adbaee7493,2026-09-05T05:29:44.862521+00:00
reading_065:inter:8px:9f1587f24ea0,reading_065,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,255,157,8,5,40,48.0,9f1587f24ea0a468264e98fcc43b02549d66225f5964cd57415a24ae926dace9,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-3a7f-7583-9f82-462035fcde15,4093,0,,False,0.0,The upper archive.,"""upper archive""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12967, ""output_tokens"": 40, ""reasoning_output_tokens"": 30}",a653e69adc2d722a98334cf83fd727b255775068ef26fde2043bf362827bf63b,8b1ea0cd6c1ba2548593987937cd8e56e0229e64fb4867aca32a1097e137be74,2026-09-05T05:29:42.871405+00:00
reading_066:inter:8px:43d7ae756870,reading_066,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,598,61,19,2,38,45.6,43d7ae75687040d6ffb9e2e66a22bcbf2f70b4b7f89f0c7ee9d9c7f15a934839,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-44c4-7e12-8f64-49a2bd2a5c3b,4620,0,,True,1.0,crimson,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12964, ""output_tokens"": 83, ""reasoning_output_tokens"": 75}",b18de11d93fd1d8ccb3a07a39d0166a1fbd88f343f647955f3420120797060bc,09005a48f22781d8d77ed983cadb7b886266a954c58e47e2988256ab4023d4b8,2026-09-05T05:29:46.167606+00:00
reading_067:inter:8px:7e30e93acbf4,reading_067,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,543,61,17,2,34,40.8,7e30e93acbf4d208600d55ee7fbaacbd87cd4a37589246b927e844104a60953e,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-4a37-7741-a4b5-df1d8fbd8ed0,3673,0,,True,1.0,July 22,"""July 22""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12953, ""output_tokens"": 44, ""reasoning_output_tokens"": 35}",e8467175e53a0d897330811e575cd40ad30a52b92d10672b320dbed78a1df9c9,118f28ae658585f1cca6ec4695cc814faad606308621ce7fcd4523c0adb99958,2026-09-05T05:29:46.546744+00:00
reading_068:inter:8px:3225a97cf479,reading_068,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,3225a97cf479907a9cc83e151b88c9c772cbc31927290c6ed7769b436d6d60cf,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-52b1-7500-b9c7-06cf0b2bd25a,5226,0,,True,1.0,91,"""91""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 44, ""reasoning_output_tokens"": 37}",1b845d7dd4045829670517749b5cade9d2a4abb94b4ac5109aac753df8d22a65,418b0d25e22793213328120d7d111753f4ccd09277a6b31946b6fa99f55250af,2026-09-05T05:29:50.087343+00:00
reading_069:inter:8px:2dfbc4c56700,reading_069,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,2dfbc4c567004d3e6b92a4535cc549a67c29abe995763edec681a72dc8dbdd58,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-5291-7760-a777-9d00cd52600a,6383,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 144, ""reasoning_output_tokens"": 129}",61b3dc2e78ec608fec9cfcbfd4b12240952ea8e533930e160276802ce9eb5b0f,17517788c00ca8030710d32896a3f9c0164d3a932858d0e580d26df1186bae25,2026-09-05T05:29:51.248009+00:00
reading_070:inter:8px:4355f16ec5c4,reading_070,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,192,217,6,7,42,50.4,4355f16ec5c4a0d1e7cc7606ae69a860ed433ddddd3f52c150b597bcc7492265,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-579f-7d90-bc89-c71d413eb038,4326,0,,False,0.0,The training room,"""training room""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12969, ""output_tokens"": 60, ""reasoning_output_tokens"": 51}",3523ec0d885140206b95460a7b924c1ff16be8a75a16e1bf7703332067614e5d,80a8cf806366598095050e7ae9e0ecc19ef31a76616d286dda17f71a78a7b1a9,2026-09-05T05:29:50.495123+00:00
reading_071:inter:8px:ad3c52065320,reading_071,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,ad3c52065320bac5fed4b177c40e1cf577ede39d6a433fd2dda6080efbe2e7c4,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-5a00-7050-b915-9a30eeb976fa,9826,0,,True,1.0,indigo,"""indigo""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26132, ""output_tokens"": 297, ""reasoning_output_tokens"": 230}",d67f17de988e8c3318ac7024feca9f1c68d7e47b8c533b840db09a6a0aa3f659,303001d3d09ddadd491782e56c8b779845b30e10a7ce2127381bc4e3fceaebe4,2026-09-05T05:29:56.374590+00:00
reading_072:inter:8px:7a62086e66a0,reading_072,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,607,61,19,2,38,45.6,7a62086e66a052b48037e57519533324567ccffe8033ad3bc56cb5328afc12d9,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-66b0-7072-8326-d54e42c93611,4164,0,,True,1.0,February 4,"""February 4""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12960, ""output_tokens"": 43, ""reasoning_output_tokens"": 34}",eda0c8c540bc2618e39f60c01b8a1ff5ab447dac293aa0135a094caaab3de366,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:29:54.252598+00:00
reading_073:inter:8px:5ca0c3321828,reading_073,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,255,157,8,5,40,48.0,5ca0c332182833b320cd4a2470c6d1681baaf514fa5e86846cabcf12a78447a3,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-6905-7342-bb69-aa1f95a8668d,5110,0,,True,1.0,52,"""52""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12966, ""output_tokens"": 37, ""reasoning_output_tokens"": 30}",d41e006f70f6ca2a3e059bd125da141bb6e4f425e6daa64091a43eaa980dc14d,5457695269856bff8396942ad528af11d1f5881f180cea01c244f8c6da30f5c7,2026-09-05T05:29:55.607132+00:00
reading_074:inter:8px:628c0f08e8c2,reading_074,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,628c0f08e8c233972eca080fe9ad1e396821b7e02eceeee0eb8dc5f300510695,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-6c20-7131-a957-c67e23cacccc,4302,0,,False,0.0,The inventory count took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12964, ""output_tokens"": 45, ""reasoning_output_tokens"": 31}",fa719cc735538c0b656390dfcee85e7a5e3d51c9dfc46297e2afab6148a4811c,3a447fc09b1e79bb0d7fbbbdd947596b6021b16d6b093a61b6f6b4df7be9ad1a,2026-09-05T05:29:55.551067+00:00
reading_075:inter:8px:e1023e659b54,reading_075,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,607,61,19,2,38,45.6,e1023e659b54b805081bd3955c3b522eb351a4d41fe5af21a101218fa266ec75,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-7676-7723-bcf2-52bcc1e4cc03,4435,0,,False,0.0,The upper archive.,"""upper archive""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 47, ""reasoning_output_tokens"": 37}",19d20587c36e66aee729c0c33f852080af67b77f4c231eebab047ede9bc144d5,db14de2228113b48c66328a4d050c4d6484676b84cdc319f375747fc7b804972,2026-09-05T05:29:58.688781+00:00
reading_076:inter:8px:e422a83bf881,reading_076,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,e422a83bf88156eeb24907eaa1c972eb3c07146ae6f16a66beec431a199f1532,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-7c97-7133-a41a-38f55076ecbc,10316,0,,True,1.0,crimson,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26117, ""output_tokens"": 264, ""reasoning_output_tokens"": 197}",f51f0b432d45dad94576ba6bc2123052383de83640db1d368b240e300cced736,09005a48f22781d8d77ed983cadb7b886266a954c58e47e2988256ab4023d4b8,2026-09-05T05:30:05.868148+00:00
reading_077:inter:8px:2d43321303d9,reading_077,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,254,157,8,5,40,48.0,2d43321303d96cbbae2b4c7a16a27ec154d108e112007ecbd195817a60120492,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-7d18-7c51-94ff-de5a19f9d897,5242,0,,True,1.0,May 7,"""May 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 55, ""reasoning_output_tokens"": 46}",18e9b83466c24fc5236b8e8090fbf726152f07d45413cfb6c7b698b229d728f6,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:30:00.850332+00:00
reading_078:inter:8px:ed1f3d87862c,reading_078,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,ed1f3d87862c957a53133d66a4307bf0f7889d309193b0b8e1bd6baae70d74d0,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-8075-7bf2-8b95-99b916a0ab17,5462,0,,False,0.0,36,"""46""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 114, ""reasoning_output_tokens"": 107}",0cf3a636d5231dc1be20f39f9325b0b8556c5720b75a78cdbccf51f0602be4d7,6215790be91f6e90651ad5d769dd04daa928b3589d68b308c576060f85587b66,2026-09-05T05:30:01.837574+00:00
reading_079:inter:8px:834f8240b67a,reading_079,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,834f8240b67a8668311bd8723f9937553123d31832643b3786bf34bcc0c61a60,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-880a-7fc3-8903-64184d96fff5,8221,0,,False,0.0,She needed to compare notes with Mira in the river lab first.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 262, ""reasoning_output_tokens"": 243}",39db62682f96f1ed0ccd47054f2f15f0fac8af761f897f5f4e483f57dd6d7562,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,2026-09-05T05:30:06.910304+00:00
reading_080:inter:8px:ce222f1d1516,reading_080,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,ce222f1d15168d5c9e3a440c047dcebb21257b65d7b307c56a32098b3fe523a4,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-905a-79f3-9267-5e3ea9235796,6270,0,,True,1.0,Dispatch bay,"""dispatch bay""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 11008, ""input_tokens"": 12961, ""output_tokens"": 176, ""reasoning_output_tokens"": 168}",8ef4f565ad7c9bbc77aa5c37b9e145bcc2ae1ca90f2d0f9200e6fa9516c73c8f,8b88ef882d0cb387b92a98817a97e63a53345c5c0a5f8cff17daa8266780ba91,2026-09-05T05:30:07.121067+00:00
reading_081:inter:8px:002fac72e757,reading_081,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,608,61,19,2,38,45.6,002fac72e757c97ff2cded6af927588d232b0ee1c5ef9f0026b29d4333925774,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-9437-72f3-834b-84dc3c65f6b3,15113,0,,False,0.0,notebook,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26182, ""output_tokens"": 606, ""reasoning_output_tokens"": 532}",61e041b3f6482d39fa60d3cdcb32e6acaca22c64f2b7f1495e7a2fadf66a2110,303001d3d09ddadd491782e56c8b779845b30e10a7ce2127381bc4e3fceaebe4,2026-09-05T05:30:16.952698+00:00
reading_082:inter:8px:bd5c07f0dd48,reading_082,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,inter,Inter,8,1,1,256,157,8,5,40,48.0,bd5c07f0dd48aa31f262b13c86023fdcf3de22000e974fd2b4b1daaa15808d8b,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-a426-7902-b53b-af6b5985afd2,11001,0,,False,0.0,Cannot be determined from the passage.,"""May 5""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26124, ""output_tokens"": 352, ""reasoning_output_tokens"": 280}",123e2a2a0e7fda7eae7b40750d8d58eccc133128fa07756b3538d87ab9390443,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:30:16.870291+00:00
reading_083:inter:8px:b2a793f31afd,reading_083,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,inter,Inter,8,1,1,253,157,8,5,40,48.0,b2a793f31afd90e9d8c79bae8291c5efa3508244d1a6778d84669b08d2e52dbc,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-a8f5-74e3-8e7c-5d032439b001,4817,0,,True,1.0,75,"""75""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 14272, ""output_tokens"": 42, ""reasoning_output_tokens"": 35}",b8ea7d4baec62017cf1520cfab98279efd529827c49a5de46600254722e8ec6c,eaa05cee0549b443fe3c07a996ed52ef755cbb50d8c703fdfdb8d7f6d4387983,2026-09-05T05:30:11.728806+00:00
reading_084:inter:8px:04f41243cc7c,reading_084,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,inter,Inter,8,1,1,224,157,7,5,35,42.0,04f41243cc7c9338b34a97e3aa9d35f43e659f1a4944ccf205f927a1ba894148,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-a9db-7242-898d-814a3b9cddb4,4238,0,,False,0.0,Because a power inspection was scheduled.,"""a power inspection was scheduled""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12958, ""output_tokens"": 50, ""reasoning_output_tokens"": 37}",c1accb225164bed320817fd35604997956f43e8dba98d2857c4ae4906de4f900,92f3feafd9955f9f82d6828885d36b261c234e7bf8f398897d2701a0fd657d57,2026-09-05T05:30:11.359668+00:00
reading_085:inter:8px:371455e14354,reading_085,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,371455e14354ea6444036b6114f63297d1b9c3b4a7339eff7ceee53173834236,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-b9bb-7482-8aaa-3862946d051b,4691,0,,False,0.0,The dispatch bay,"""west depot""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 58, ""reasoning_output_tokens"": 49}",e19656e3371f80df2e1036d7b2551d6f4f51033e1ab6c50269ca4ac6255af364,580eb7ed814e463d1b1b04729ba6fc8936fa341570a21c2d0555de02009196bc,2026-09-05T05:30:16.051336+00:00
reading_086:inter:8px:ff04bbcec71f,reading_086,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,inter,Inter,8,1,1,160,253,5,8,40,48.0,ff04bbcec71f90240392ec7495776fd1e11f5306d019ff7308d0d7685ae25d56,29160a80ff49ddcab2c97711247e08b1fab27a484a329ce8b813d820dc559031,gpt-5.6-luna,1,01a0700b-bbb9-7070-b7b9-cdb64efd86eb,4460,0,,True,1.0,bronze,"""bronze""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 68, ""reasoning_output_tokens"": 60}",4a44b497348d8fe09994d028c3ba02a2b664d508950f1a340120f1a59a66f255,2cc4647c9a37ebbcc558802e8b4ac54ef864b0c98d1f091768c4e699a90e6579,2026-09-05T05:30:16.189325+00:00
